Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;ANSWER;Image
149;1641972099935;12/01/2022 07:21:39;1641972099894;2;12/01/2022 09:21:39;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;123;48;1;Screen 1;fixation;fixation;2002.1080000000075;;;;;0;1;0;;;;2;2;task2;H;bigSsmallH.png
150;1641972100187;12/01/2022 07:21:40;1641972100145;2;12/01/2022 09:21:40;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;123;48;2;Screen 2;advancementZone;timelimit_screen;249.73099999999977;;;;;0;1;0;;;1;2;2;task2;H;bigSsmallH.png
151;1641972100729;12/01/2022 07:21:40;1641972100693;2;12/01/2022 09:21:40;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;123;48;3;Screen 3;buttonB;response_keyboard;544.3999999994412;;;H;1;1;0;0;;;;2;2;task2;H;bigSsmallH.png
152;1641972102718;12/01/2022 07:21:42;1641972102680;2;12/01/2022 09:21:42;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;103;49;1;Screen 1;fixation;fixation;2001.5620000000054;;;;;0;1;0;;;;2;2;task2;S;bigSsmallS.png
153;1641972102962;12/01/2022 07:21:42;1641972102930;2;12/01/2022 09:21:42;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;103;49;2;Screen 2;advancementZone;timelimit_screen;250.40299999999115;;;;;0;1;0;;;1;2;2;task2;S;bigSsmallS.png
154;1641972103500;12/01/2022 07:21:43;1641972103461;2;12/01/2022 09:21:43;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;103;49;3;Screen 3;buttonB;response_keyboard;527.5;;;S;1;1;0;0;;;;2;2;task2;S;bigSsmallS.png
155;1641972105486;12/01/2022 07:21:45;1641972105449;2;12/01/2022 09:21:45;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;124;50;1;Screen 1;fixation;fixation;2001.8319999999949;;;;;0;1;0;;;;2;2;task2;H;bigSsmallH.png
156;1641972105741;12/01/2022 07:21:45;1641972105699;2;12/01/2022 09:21:45;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;124;50;2;Screen 2;advancementZone;timelimit_screen;250.21199999999953;;;;;0;1;0;;;1;2;2;task2;H;bigSsmallH.png
157;1641972106236;12/01/2022 07:21:46;1641972106205;2;12/01/2022 09:21:46;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;124;50;3;Screen 3;buttonB;response_keyboard;502.29999999981374;;;H;1;1;0;0;;;;2;2;task2;H;bigSsmallH.png
158;1641972108240;12/01/2022 07:21:48;1641972108201;2;12/01/2022 09:21:48;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;72;51;1;Screen 1;fixation;fixation;2001.6020000000135;;;;;0;1;0;;;;2;2;task2;S;bigHsmallS.png
159;1641972108494;12/01/2022 07:21:48;1641972108451;2;12/01/2022 09:21:48;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;72;51;2;Screen 2;advancementZone;timelimit_screen;250.170999999973;;;;;0;1;0;;;1;2;2;task2;S;bigHsmallS.png
160;1641972110266;12/01/2022 07:21:50;1641972110229;2;12/01/2022 09:21:50;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;72;51;3;Screen 3;buttonB;response_keyboard;1773.800000000745;;;S;1;1;0;0;;;;2;2;task2;S;bigHsmallS.png
161;1641972112256;12/01/2022 07:21:52;1641972112221;2;12/01/2022 09:21:52;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;98;52;1;Screen 1;fixation;fixation;2001.741000000009;;;;;0;1;0;;;;2;2;task2;S;bigSsmallS.png
162;1641972112513;12/01/2022 07:21:52;1641972112471;2;12/01/2022 09:21:52;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;98;52;2;Screen 2;advancementZone;timelimit_screen;249.69000000000233;;;;;0;1;0;;;1;2;2;task2;S;bigSsmallS.png
163;1641972113181;12/01/2022 07:21:53;1641972113149;2;12/01/2022 09:21:53;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;98;52;3;Screen 3;buttonB;response_keyboard;672.7000000001863;;;S;1;1;0;0;;;;2;2;task2;S;bigSsmallS.png
164;1641972115181;12/01/2022 07:21:55;1641972115140;2;12/01/2022 09:21:55;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;106;53;1;Screen 1;fixation;fixation;2001.619000000006;;;;;0;1;0;;;;2;2;task2;S;bigSsmallS.png
165;1641972115433;12/01/2022 07:21:55;1641972115392;2;12/01/2022 09:21:55;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;106;53;2;Screen 2;advancementZone;timelimit_screen;250.36100000000442;;;;;0;1;0;;;1;2;2;task2;S;bigSsmallS.png
166;1641972115933;12/01/2022 07:21:55;1641972115892;2;12/01/2022 09:21:55;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;106;53;3;Screen 3;buttonB;response_keyboard;497.40000000037253;;;S;1;1;0;0;;;;2;2;task2;S;bigSsmallS.png
167;1641972117938;12/01/2022 07:21:57;1641972117894;2;12/01/2022 09:21:57;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;83;54;1;Screen 1;fixation;fixation;2001.261999999988;;;;;0;1;0;;;;2;2;task2;H;bigHsmallH.png
168;1641972118191;12/01/2022 07:21:58;1641972118143;2;12/01/2022 09:21:58;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;83;54;2;Screen 2;advancementZone;timelimit_screen;250.56100000001607;;;;;0;1;0;;;1;2;2;task2;H;bigHsmallH.png
169;1641972118663;12/01/2022 07:21:58;1641972118621;2;12/01/2022 09:21:58;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;83;54;3;Screen 3;buttonB;response_keyboard;475;;;H;1;1;0;0;;;;2;2;task2;H;bigHsmallH.png
170;1641972120649;12/01/2022 07:22:00;1641972120613;2;12/01/2022 09:22:00;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;100;55;1;Screen 1;fixation;fixation;2001.377999999997;;;;;0;1;0;;;;2;2;task2;S;bigSsmallS.png
171;1641972120905;12/01/2022 07:22:00;1641972120861;2;12/01/2022 09:22:00;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;100;55;2;Screen 2;advancementZone;timelimit_screen;249.97500000000582;;;;;0;1;0;;;1;2;2;task2;S;bigSsmallS.png
172;1641972121495;12/01/2022 07:22:01;1641972121453;2;12/01/2022 09:22:01;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;100;55;3;Screen 3;buttonB;response_keyboard;588.3000000007451;;;S;1;1;0;0;;;;2;2;task2;S;bigSsmallS.png
173;1641972123480;12/01/2022 07:22:03;1641972123448;2;12/01/2022 09:22:03;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;111;56;1;Screen 1;fixation;fixation;2001.1790000000037;;;;;0;1;0;;;;2;2;task2;H;bigSsmallH.png
174;1641972123737;12/01/2022 07:22:03;1641972123697;2;12/01/2022 09:22:03;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;111;56;2;Screen 2;advancementZone;timelimit_screen;250.56500000000233;;;;;0;1;0;;;1;2;2;task2;H;bigSsmallH.png
175;1641972124388;12/01/2022 07:22:04;1641972124348;2;12/01/2022 09:22:04;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;111;56;3;Screen 3;buttonB;response_keyboard;647.5999999996275;;;H;1;1;0;0;;;;2;2;task2;H;bigSsmallH.png
176;1641972126392;12/01/2022 07:22:06;1641972126350;2;12/01/2022 09:22:06;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;69;57;1;Screen 1;fixation;fixation;2001.5840000000026;;;;;0;1;0;;;;2;2;task2;S;bigHsmallS.png
177;1641972126638;12/01/2022 07:22:06;1641972126601;2;12/01/2022 09:22:06;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;69;57;2;Screen 2;advancementZone;timelimit_screen;250.2390000000014;;;;;0;1;0;;;1;2;2;task2;S;bigHsmallS.png
178;1641972127257;12/01/2022 07:22:07;1641972127214;2;12/01/2022 09:22:07;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;69;57;3;Screen 3;buttonB;response_keyboard;609.5;;;S;1;1;0;0;;;;2;2;task2;S;bigHsmallS.png
179;1641972129235;12/01/2022 07:22:09;1641972129202;2;12/01/2022 09:22:09;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;86;58;1;Screen 1;fixation;fixation;2001.3280000000086;;;;;0;1;0;;;;2;2;task2;H;bigHsmallH.png
180;1641972129497;12/01/2022 07:22:09;1641972129453;2;12/01/2022 09:22:09;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;86;58;2;Screen 2;advancementZone;timelimit_screen;250.59700000000885;;;;;0;1;0;;;1;2;2;task2;H;bigHsmallH.png
181;1641972130188;12/01/2022 07:22:10;1641972130150;2;12/01/2022 09:22:10;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;86;58;3;Screen 3;buttonB;response_keyboard;693;;;H;1;1;0;0;;;;2;2;task2;H;bigHsmallH.png
182;1641972132176;12/01/2022 07:22:12;1641972132139;2;12/01/2022 09:22:12;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;104;59;1;Screen 1;fixation;fixation;2001.603999999992;;;;;0;1;0;;;;2;2;task2;S;bigSsmallS.png
183;1641972132425;12/01/2022 07:22:12;1641972132390;2;12/01/2022 09:22:12;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;104;59;2;Screen 2;advancementZone;timelimit_screen;249.83500000002095;;;;;0;1;0;;;1;2;2;task2;S;bigSsmallS.png
184;1641972133007;12/01/2022 07:22:13;1641972132966;2;12/01/2022 09:22:12;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;104;59;3;Screen 3;buttonB;response_keyboard;571.9000000003725;;;S;1;1;0;0;;;;2;2;task2;S;bigSsmallS.png
185;1641972134991;12/01/2022 07:22:14;1641972134958;2;12/01/2022 09:22:14;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;121;60;1;Screen 1;fixation;fixation;2001.1410000000033;;;;;0;1;0;;;;2;2;task2;H;bigSsmallH.png
186;1641972135240;12/01/2022 07:22:15;1641972135208;2;12/01/2022 09:22:15;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;121;60;2;Screen 2;advancementZone;timelimit_screen;250.65400000000955;;;;;0;1;0;;;1;2;2;task2;H;bigSsmallH.png
187;1641972135944;12/01/2022 07:22:15;1641972135910;2;12/01/2022 09:22:15;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;121;60;3;Screen 3;buttonB;response_keyboard;698.3999999994412;;;H;1;1;0;0;;;;2;2;task2;H;bigSsmallH.png
188;1641972138861;12/01/2022 07:22:18;1641972138822;2;12/01/2022 09:22:18;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;126;1;1;Screen 1;advancementZone;continue_button;2904.5;;;;;0;1;0;;;;2;;transition2;;
189;1641972148853;12/01/2022 07:22:28;1641972148807;2;12/01/2022 09:22:28;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;1;1;1;Screen 1;advancementZone;continue_keyboard;9981.299999999814;;;;;0;1;0;;;;1;;Instructions1;;
190;1641972154337;12/01/2022 07:22:34;1641972154301;2;12/01/2022 09:22:34;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;2;1;1;Screen 1;advancementZone;continue_keyboard;5486.0999999996275;;;;;0;1;0;;;;1;;practice1;H;bigHsmallS.png
191;1641972156340;12/01/2022 07:22:36;1641972156292;2;12/01/2022 09:22:36;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;2;1;2;Screen 2;fixation;fixation;2001.63400000002;;;;;0;1;0;;;;1;;practice1;H;bigHsmallS.png
192;1641972156576;12/01/2022 07:22:36;1641972156542;2;12/01/2022 09:22:36;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;2;1;3;Screen 3;advancementZone;timelimit_screen;250.1820000000007;;;;;0;1;0;;;1;1;;practice1;H;bigHsmallS.png
193;1641972157858;12/01/2022 07:22:37;1641972157830;2;12/01/2022 09:22:37;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;2;1;4;Screen 4;buttonA;response_keyboard;1284.5;;;H;1;1;0;0;;;;1;;practice1;H;bigHsmallS.png
194;1641972162013;12/01/2022 07:22:42;1641972161975;2;12/01/2022 09:22:41;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;2;1;5;Screen 5;advancementZone;continue_keyboard;4140.5;;;;;0;1;0;;;;1;;practice1;H;bigHsmallS.png
195;1641972163995;12/01/2022 07:22:43;1641972163965;2;12/01/2022 09:22:43;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;45;1;1;Screen 1;fixation;fixation;2002.1089999999967;;;;;0;1;0;;;;1;1;task1;S;bigSsmallS.png
196;1641972164263;12/01/2022 07:22:44;1641972164217;2;12/01/2022 09:22:44;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;45;1;2;Screen 2;advancementZone;timelimit_screen;249.9100000000035;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallS.png
197;1641972165354;12/01/2022 07:22:45;1641972165317;2;12/01/2022 09:22:45;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;45;1;3;Screen 3;buttonB;response_keyboard;1097.0999999996275;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallS.png
198;1641972167353;12/01/2022 07:22:47;1641972167318;2;12/01/2022 09:22:47;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;23;2;1;Screen 1;fixation;fixation;2001.6380000000063;;;;;0;1;0;;;;1;1;task1;H;bigHsmallH.png
