Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;ANSWER;Image
349;1641972306403;12/01/2022 07:25:06;1641972306367;2;12/01/2022 09:25:06;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;30;52;2;Screen 2;advancementZone;timelimit_screen;249.95699999999488;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallH.png
350;1641972306807;12/01/2022 07:25:06;1641972306776;2;12/01/2022 09:25:06;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;30;52;3;Screen 3;buttonB;response_keyboard;405.29999999981374;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallH.png
351;1641972308811;12/01/2022 07:25:08;1641972308771;2;12/01/2022 09:25:08;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;51;53;1;Screen 1;fixation;fixation;2001.816999999981;;;;;0;1;0;;;;1;1;task1;S;bigSsmallH.png
352;1641972309095;12/01/2022 07:25:09;1641972309021;2;12/01/2022 09:25:09;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;51;53;2;Screen 2;advancementZone;timelimit_screen;250.0910000000149;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallH.png
353;1641972309475;12/01/2022 07:25:09;1641972309447;2;12/01/2022 09:25:09;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;51;53;3;Screen 3;buttonB;response_keyboard;422.79999999981374;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallH.png
354;1641972311474;12/01/2022 07:25:11;1641972311438;2;12/01/2022 09:25:11;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;47;54;1;Screen 1;fixation;fixation;2001.7280000000028;;;;;0;1;0;;;;1;1;task1;S;bigSsmallS.png
355;1641972311726;12/01/2022 07:25:11;1641972311689;2;12/01/2022 09:25:11;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;47;54;2;Screen 2;advancementZone;timelimit_screen;249.71899999998277;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallS.png
356;1641972312147;12/01/2022 07:25:12;1641972312111;2;12/01/2022 09:25:12;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;47;54;3;Screen 3;buttonB;response_keyboard;418.70000000018626;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallS.png
357;1641972314151;12/01/2022 07:25:14;1641972314106;2;12/01/2022 09:25:14;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;55;55;1;Screen 1;fixation;fixation;2001.179999999993;;;;;0;1;0;;;;1;1;task1;S;bigSsmallH.png
358;1641972314530;12/01/2022 07:25:14;1641972314357;2;12/01/2022 09:25:14;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;55;55;2;Screen 2;advancementZone;timelimit_screen;250.72999999998137;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallH.png
359;1641972314901;12/01/2022 07:25:14;1641972314863;2;12/01/2022 09:25:14;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;55;55;3;Screen 3;buttonB;response_keyboard;502.80000000074506;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallH.png
360;1641972316894;12/01/2022 07:25:16;1641972316859;2;12/01/2022 09:25:16;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;7;56;1;Screen 1;fixation;fixation;2001.6770000000251;;;;;0;1;0;;;;1;1;task1;H;bigHsmallS.png
361;1641972317150;12/01/2022 07:25:17;1641972317110;2;12/01/2022 09:25:17;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;7;56;2;Screen 2;advancementZone;timelimit_screen;250.09499999997206;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallS.png
362;1641972317519;12/01/2022 07:25:17;1641972317488;2;12/01/2022 09:25:17;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;7;56;3;Screen 3;buttonB;response_keyboard;375.09999999962747;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallS.png
363;1641972319516;12/01/2022 07:25:19;1641972319478;2;12/01/2022 09:25:19;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;15;57;1;Screen 1;fixation;fixation;2001.8420000000042;;;;;0;1;0;;;;1;1;task1;H;bigHsmallS.png
364;1641972319769;12/01/2022 07:25:19;1641972319729;2;12/01/2022 09:25:19;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;15;57;2;Screen 2;advancementZone;timelimit_screen;249.72299999999814;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallS.png
365;1641972320188;12/01/2022 07:25:20;1641972320160;2;12/01/2022 09:25:20;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;15;57;3;Screen 3;buttonB;response_keyboard;426.70000000018626;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallS.png
366;1641972322191;12/01/2022 07:25:22;1641972322148;2;12/01/2022 09:25:22;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;40;58;1;Screen 1;fixation;fixation;2001.298999999999;;;;;0;1;0;;;;1;1;task1;S;bigSsmallS.png
367;1641972322438;12/01/2022 07:25:22;1641972322397;2;12/01/2022 09:25:22;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;40;58;2;Screen 2;advancementZone;timelimit_screen;250.58600000001024;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallS.png
368;1641972322883;12/01/2022 07:25:22;1641972322848;2;12/01/2022 09:25:22;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;40;58;3;Screen 3;buttonB;response_keyboard;447;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallS.png
369;1641972324870;12/01/2022 07:25:24;1641972324832;2;12/01/2022 09:25:24;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;37;59;1;Screen 1;fixation;fixation;2001.6160000000382;;;;;0;1;0;;;;1;1;task1;S;bigSsmallS.png
370;1641972325125;12/01/2022 07:25:25;1641972325083;2;12/01/2022 09:25:25;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;37;59;2;Screen 2;advancementZone;timelimit_screen;250.5229999999865;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallS.png
371;1641972325559;12/01/2022 07:25:25;1641972325527;2;12/01/2022 09:25:25;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;37;59;3;Screen 3;buttonB;response_keyboard;441.19999999925494;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallS.png
372;1641972327557;12/01/2022 07:25:27;1641972327520;2;12/01/2022 09:25:27;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;33;60;1;Screen 1;fixation;fixation;2001.5420000000158;;;;;0;1;0;;;;1;1;task1;S;bigSsmallS.png
373;1641972327804;12/01/2022 07:25:27;1641972327770;2;12/01/2022 09:25:27;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;33;60;2;Screen 2;advancementZone;timelimit_screen;249.91800000000512;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallS.png
374;1641972328135;12/01/2022 07:25:28;1641972328096;2;12/01/2022 09:25:28;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;33;60;3;Screen 3;buttonB;response_keyboard;322.79999999981374;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallS.png
375;1641972330981;12/01/2022 07:25:30;1641972330920;2;12/01/2022 09:25:30;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;63;1;1;Screen 1;advancementZone;continue_button;2819.7999999998137;;;;;0;1;0;;;;1;;transition1;;
376;1641972331069;12/01/2022 07:25:31;1641972330922;2;12/01/2022 09:25:30;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;;;END TASK;;;;;413131;;;;;0;1;0;;;;;;;;
END OF FILE
