Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;Array;Answer;Practice_Array
280;1641970048923;12/01/2022 06:47:28;1641970048891;2;12/01/2022 08:47:28;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;435;234;1;Screen 1;content;gonogo;1000.5290000000386;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
281;1641970049406;12/01/2022 06:47:29;1641970049366;2;12/01/2022 08:47:29;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;274;235;1;Screen 1;advancementZone;response_keyboard_single;469.29999999981374;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
282;1641970050926;12/01/2022 06:47:30;1641970050891;2;12/01/2022 08:47:30;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;367;236;1;Screen 1;content;gonogo;1001.274000000034;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
283;1641970051928;12/01/2022 06:47:31;1641970051892;2;12/01/2022 08:47:31;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;368;237;1;Screen 1;content;gonogo;1000.8609999999753;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
284;1641970052517;12/01/2022 06:47:32;1641970052477;2;12/01/2022 08:47:32;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;129;238;1;Screen 1;advancementZone;response_keyboard_single;579.7999999998137;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
285;1641970053929;12/01/2022 06:47:33;1641970053893;2;12/01/2022 08:47:33;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;371;239;1;Screen 1;content;gonogo;1000.8450000000303;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
286;1641970054429;12/01/2022 06:47:34;1641970054397;2;12/01/2022 08:47:34;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;269;240;1;Screen 1;advancementZone;response_keyboard_single;498.5;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
287;1641970055930;12/01/2022 06:47:35;1641970055895;2;12/01/2022 08:47:35;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;422;241;1;Screen 1;content;gonogo;1001.3339999999735;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
288;1641970056934;12/01/2022 06:47:36;1641970056896;2;12/01/2022 08:47:36;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;357;242;1;Screen 1;content;gonogo;1000.7970000000205;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
289;1641970057587;12/01/2022 06:47:37;1641970057557;2;12/01/2022 08:47:37;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;330;243;1;Screen 1;advancementZone;response_keyboard_single;655.7000000001863;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
290;1641970058922;12/01/2022 06:47:38;1641970058899;2;12/01/2022 08:47:38;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;346;244;1;Screen 1;content;gonogo;1000.7370000000228;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
291;1641970059531;12/01/2022 06:47:39;1641970059502;2;12/01/2022 08:47:39;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;132;245;1;Screen 1;advancementZone;response_keyboard_single;597.4000000003725;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
292;1641970060934;12/01/2022 06:47:40;1641970060900;2;12/01/2022 08:47:40;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;275;246;1;Screen 1;content;gonogo;1000.1879999999655;;;No Go;;0;1;0;;;;;2;Trials;H.png;Go;
293;1641970061934;12/01/2022 06:47:41;1641970061899;2;12/01/2022 08:47:41;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;327;247;1;Screen 1;content;gonogo;1000.7800000000279;;;No Go;;0;1;0;;;;;2;Trials;H.png;Go;
294;1641970062590;12/01/2022 06:47:42;1641970062549;2;12/01/2022 08:47:42;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;103;248;1;Screen 1;advancementZone;response_keyboard_single;642.3000000007451;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
295;1641970063604;12/01/2022 06:47:43;1641970063573;2;12/01/2022 08:47:43;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;43;249;1;Screen 1;advancementZone;response_keyboard_single;668.3000000007451;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
296;1641970064580;12/01/2022 06:47:44;1641970064542;2;12/01/2022 08:47:44;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;115;250;1;Screen 1;advancementZone;response_keyboard_single;635.5;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
297;1641970065934;12/01/2022 06:47:45;1641970065903;2;12/01/2022 08:47:45;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;390;251;1;Screen 1;content;gonogo;1000.4270000000251;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
298;1641970066558;12/01/2022 06:47:46;1641970066525;2;12/01/2022 08:47:46;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;322;252;1;Screen 1;advancementZone;response_keyboard_single;615.7000000001863;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
299;1641970067935;12/01/2022 06:47:47;1641970067905;2;12/01/2022 08:47:47;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;395;253;1;Screen 1;content;gonogo;1001.2399999999907;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
300;1641970068421;12/01/2022 06:47:48;1641970068389;2;12/01/2022 08:47:48;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;200;254;1;Screen 1;advancementZone;response_keyboard_single;478.80000000074506;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
301;1641970069531;12/01/2022 06:47:49;1641970069501;2;12/01/2022 08:47:49;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;179;255;1;Screen 1;advancementZone;response_keyboard_single;591;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
302;1641970070535;12/01/2022 06:47:50;1641970070502;2;12/01/2022 08:47:50;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;49;256;1;Screen 1;advancementZone;response_keyboard_single;590.7999999998137;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
303;1641970071598;12/01/2022 06:47:51;1641970071565;2;12/01/2022 08:47:51;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;111;257;1;Screen 1;advancementZone;response_keyboard_single;653.5;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
304;1641970072599;12/01/2022 06:47:52;1641970072558;2;12/01/2022 08:47:52;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;202;258;1;Screen 1;advancementZone;response_keyboard_single;645.0999999996275;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
305;1641970073477;12/01/2022 06:47:53;1641970073445;2;12/01/2022 08:47:53;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;191;259;1;Screen 1;advancementZone;response_keyboard_single;531.5999999996275;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
306;1641970074510;12/01/2022 06:47:54;1641970074469;2;12/01/2022 08:47:54;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;293;260;1;Screen 1;advancementZone;response_keyboard_single;555.1000000005588;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
307;1641970075568;12/01/2022 06:47:55;1641970075533;2;12/01/2022 08:47:55;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;126;261;1;Screen 1;advancementZone;response_keyboard_single;618;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
308;1641970076448;12/01/2022 06:47:56;1641970076405;2;12/01/2022 08:47:56;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;209;262;1;Screen 1;advancementZone;response_keyboard_single;489.5;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
309;1641970077528;12/01/2022 06:47:57;1641970077485;2;12/01/2022 08:47:57;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;53;263;1;Screen 1;advancementZone;response_keyboard_single;566.7999999998137;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
310;1641970078573;12/01/2022 06:47:58;1641970078542;2;12/01/2022 08:47:58;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;137;264;1;Screen 1;advancementZone;response_keyboard_single;623.8999999994412;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
311;1641970079621;12/01/2022 06:47:59;1641970079581;2;12/01/2022 08:47:59;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;308;265;1;Screen 1;advancementZone;response_keyboard_single;662.7999999998137;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
312;1641970080573;12/01/2022 06:48:00;1641970080533;2;12/01/2022 08:48:00;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;108;266;1;Screen 1;advancementZone;response_keyboard_single;613.7000000001863;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
313;1641970081544;12/01/2022 06:48:01;1641970081470;2;12/01/2022 08:48:01;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;187;267;1;Screen 1;advancementZone;response_keyboard_single;549.8999999994412;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
314;1641970082808;12/01/2022 06:48:02;1641970082349;2;12/01/2022 08:48:02;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;127;268;1;Screen 1;advancementZone;response_keyboard_single;427.90000000037253;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
315;1641970083948;12/01/2022 06:48:03;1641970083919;2;12/01/2022 08:48:03;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;385;269;1;Screen 1;content;gonogo;1000.9280000000144;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
316;1641970084699;12/01/2022 06:48:04;1641970084661;2;12/01/2022 08:48:04;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;239;270;1;Screen 1;advancementZone;response_keyboard_single;736.7000000001863;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
317;1641970085952;12/01/2022 06:48:05;1641970085919;2;12/01/2022 08:48:05;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;344;271;1;Screen 1;content;gonogo;1000.505999999994;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
318;1641970086574;12/01/2022 06:48:06;1641970086533;2;12/01/2022 08:48:06;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;307;272;1;Screen 1;advancementZone;response_keyboard_single;608.3999999994412;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
319;1641970087960;12/01/2022 06:48:07;1641970087921;2;12/01/2022 08:48:07;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;437;273;1;Screen 1;content;gonogo;1001.244000000006;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
320;1641970088966;12/01/2022 06:48:08;1641970088923;2;12/01/2022 08:48:08;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;373;274;1;Screen 1;content;gonogo;1000.4749999999767;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
321;1641970089602;12/01/2022 06:48:09;1641970089573;2;12/01/2022 08:48:09;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;167;275;1;Screen 1;advancementZone;response_keyboard_single;644.5999999996275;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
322;1641970090622;12/01/2022 06:48:10;1641970090581;2;12/01/2022 08:48:10;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;220;276;1;Screen 1;advancementZone;response_keyboard_single;653.5999999996275;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
323;1641970091561;12/01/2022 06:48:11;1641970091525;2;12/01/2022 08:48:11;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;268;277;1;Screen 1;advancementZone;response_keyboard_single;596.7000000001863;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
324;1641970092966;12/01/2022 06:48:12;1641970092925;2;12/01/2022 08:48:12;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;410;278;1;Screen 1;content;gonogo;1001.2080000000424;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
325;1641970093423;12/01/2022 06:48:13;1641970093389;2;12/01/2022 08:48:13;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;246;279;1;Screen 1;advancementZone;response_keyboard_single;458;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
326;1641970094959;12/01/2022 06:48:14;1641970094927;2;12/01/2022 08:48:14;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;378;280;1;Screen 1;content;gonogo;1001.2840000000433;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
327;1641970095654;12/01/2022 06:48:15;1641970095621;2;12/01/2022 08:48:15;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;234;281;1;Screen 1;advancementZone;response_keyboard_single;688.8999999994412;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
328;1641970096886;12/01/2022 06:48:16;1641970096846;2;12/01/2022 08:48:16;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;140;282;1;Screen 1;advancementZone;response_keyboard_single;913.3999999994412;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
